350.23317499999996,-51.352000000000004,37.502775
340.71,-82.08,89.97
253.4191,-67.00825,78.94800000000001
166.1282,-51.936499999999995,67.926
96.216875,-32.892925,57.18175
37.662500000000016,-11.253900000000003,46.619
-16.179999999999993,7.904499999999999,36.30650000000001
-52.25199999999999,17.7074,26.937800000000003
-88.32400000000003,27.510300000000004,17.56909999999999
-100.82379999999999,32.5838,14.9596
-107.950525,36.579275,13.890799999999999
-107.93900000000001,38.83525,13.312
-98.0359,38.680775,13.4122
-87.98710000000001,38.6148,13.597799999999998
-72.00102500000003,42.155199999999994,17.26344999999999
-56.01494999999998,45.695600000000006,20.929100000000005
-35.27499999999999,49.506375,24.50025
-11.728000000000016,53.4768,28.0156
9.709100000000007,57.447225,30.810425000000002
24.22140000000002,61.41765000000001,31.24045
38.73369999999997,65.388075,31.670474999999996
44.345499999999994,63.1075,31.8065
48.240775,59.621375,31.885825
49.462799999999994,55.480349999999994,33.0807
47.3252,50.51627500000001,35.67755
44.93620000000001,45.8814,38.2414
37.550625,47.789375,40.149375
30.165050000000026,49.69734999999999,42.05734999999999
20.272475000000025,49.248200000000004,41.10680000000001
9.045899999999964,47.544799999999995,38.63519999999999
-4.4618249999999975,45.532875000000004,35.724999999999994
-24.547750000000015,42.631249999999994,31.549999999999997
-44.633674999999954,39.729625000000006,27.37500000000001
-57.98039999999999,41.371199999999995,26.2528
-70.25072500000005,43.73842500000001,25.618199999999998
-78.70294999999999,47.91134999999998,23.817500000000013
-82.798625,54.14462500000001,20.686249999999994
-85.73299999999996,59.792899999999996,17.49829999999999
-73.66725000000005,57.88492500000001,13.57797500000002
-61.601500000000044,55.97695000000001,9.657650000000015
-54.719625000000015,59.59749999999998,6.8390750000000065
-50.315000000000005,65.85999999999999,4.547000000000004
-48.125249999999994,72.34457499999999,1.0869750000000042
-51.590500000000006,79.39615,-5.355050000000002
-55.05575000000001,86.447725,-11.797075000000008
-65.01450000000003,90.61330000000001,-17.12910000000001
-75.80687499999995,94.40837499999998,-22.318624999999976
-88.49959999999993,97.16409999999999,-24.9477
-103.16219999999996,98.84245,-24.92265
-117.91519999999997,100.2672,-25.81239999999998
-133.52134999999998,99.29860000000001,-35.33557499999999
-149.1275,98.33000000000001,-44.85875
-160.31105000000002,98.82682500000001,-52.471900000000005
-169.60459999999995,99.9499,-59.268799999999956
-177.88580000000002,102.17585000000001,-60.64694999999997
-183.86439999999996,106.91029999999998,-49.70010000000005
-189.843,111.64474999999997,-38.75325000000004
-191.3072,118.11580000000004,-32.85659999999997
-192.3259,124.758225,-27.45832500000001
-194.19815,129.3173,-26.1257
-196.874325,131.91415,-28.62235
-200.48000000000002,132.46549999999996,-31.048500000000004
-210.91749999999993,117.98242500000008,-32.95647499999999
-221.35499999999993,103.49935000000008,-34.86444999999999
-257.9648000000002,93.31177499999995,-41.36740000000004
-304.5243999999999,84.75720000000003,-49.617199999999976
-341.996625,73.75512500000002,-61.04324999999997
-360.96365000000014,57.76904999999987,-78.93730000000014
-379.930675,41.78297499999999,-96.83135000000001
-368.1696000000001,35.18810000000004,-97.63170000000001
-354.24180000000007,29.255425000000034,-97.226725
-355.641,26.891250000000003,-82.38799999999992
-370.15329999999994,27.580125,-55.200400000000116
-393.5773999999998,24.598800000000075,-30.10140000000004
-470.1009750000005,-0.25080000000016156,-17.44697499999992
-546.6245499999999,-25.100399999999976,-4.792550000000014
-611.9075,-57.39687500000001,-19.388125000000002
